word,POS symbol,POS word,placement,affix,meaning,Example,English Sample,Page
,v,verb,,"/mag-, -un/","to break, to fracture, to rapture.",Ginbáli’ ku ang lápis.,I broke the pencil.,51
balíbad,n,noun,,,"excuse, reason, refusal.",,,51
,v,verb,,"/mag-, -an/","to find an excuse, to give a reason, to refuse.",Ginbalibáran ku ang imbitasyón.,I refused the invitation.,51
balík,v,verb,,"/mag-, -un/","to come back, to return, to retrace one’s steps.",,,51
balikawáng,n,noun,,,hip.,,,51
balikíd,v,verb,,"/mag-, -un/","to turn one’s head to look back, to turn over to the other side in a lying position.",Nagabalikíd si Noél pára makíta’ nya ang dalága nga matahúm.,Noel looked back so that he could see the beautiful lady.,51
balígya’,n,noun,,,goods for sale.,,,51
,v,verb,,"/mag-, -un/","to sell, to dispose of by sale.",,,51
balískad,v,verb,,"/mag-, -un/","to turn upside down, to invert, to turn over.",Nagbalískad ang papél sa hángin.,The paper overturned in the wind.,51
balíswa’,v,verb,,"/mag-, -un/","to turn over, to turn upside down, to invert.",Ginbalíswa’ ni Joselíto ang pláto.,Joselito turned the plate over.,51
balíta’,n,noun,,,"news, report.",,24,51
,v,verb,,"/mag-, -un/","to inform, to tell the news, to report.",Ginbalíta ni Cecília nga makádtu sya sa Amérika.,Cecilia told the news that she will go to America.,52
bálu,n,noun,,,"widow, widower.",,,52
balú’,n,noun,,,"knot, loop, bow.",,,52
,v,verb,,"/mag-, -un/","to entwine, to knot, to tie in a loop or bow.",,,52
balúd,n,noun,,,ocean wave.,,,52
,adj,adjective,,/ma-/,"rough seas, wavy.",,,52
bálun,n,noun,,,"provisions, a stock of needed materials or supplies collected beforehand.",,,52
,v,verb,,"/mag-, -un/","to take provisions along, to bring money or food on a trip.",,,52
balúta,n,noun,,,ballot.,,,52
bálsa,n,noun,,,"raft, ferry, a native raft made of tied bamboo trunks.",,,52
bálus,n,noun,,,"answer, reply, revenge, reprisal, reward, vendetta.",,,52
,v,verb,,"/mag-, -an/","to answer, to reply, to strike back, to take revenge on.",Nagbálus akú sa sulát ni nánay.,I answered the letter of my mother.,52
balúskay,v,verb,,"/mag-, -un/","to rummage, to make a thorough search.",Ginbalúskay ku ang mangá báyu sa pagpangíta’ sang ákun síngsing.,I rummaged through my clothes to look for my ring.,52
balút,n,noun,,,"unhatched embryo of duck or chicken, boiled and eaten as a delicacy.",,25,52
balyéna,n,noun,,,whale.,,,53
bána,n,noun,,,husband.,,,53
baná’ag,n,noun,,,"dawn, early morning, rays of the sun.",,,53
banás,n,noun,,,"path, a footpath through uncleared areas.",,,53
bánda,n,noun,,,"cord or strip of material serving chiefly for decoration, a music band or group of musicians organized for playing together.",,,53
bandehádo,n,noun,,,platter.,,,53
bandéra,n,noun,,,flag.,,,53
bándo,n,noun,,,"announcement, broadcast, declaration.",,,53
,v,verb,,"/mag-, -un/","to announce, to make public, to inform the public, to declare.",,,53
bánhaw,v,verb,,/ma-/,"to resurrect, to rise from the dead.",Nabánhaw si Krísto.,Christ resurrected.,53
baníg,n,noun,,,native mat made from strips of palm leaves woven together.,,,53
baníhut,adj,adjective,,,"stubborn, obstinate, persistent, unyielding.",,,53
bansúli’,v,verb,,"/mag-, -un/","to tumble, to be together in a confused mass.",Nagbansúli’ akú.,I tumbled over.,53
bánta’,n,noun,,,"guess, opinion, supposition, estimate.",,,53
,v,verb,,/-un/,"to guess, to opine, to suppose, to estimate.",Ginbánta’ ku ang túbig pára sa kán’un.,I estimated the water for the rice.,53
bántal,v,verb,,"/mag-, -un/",to bundle or wrap together with a piece of cloth or clothing.,Ginbántal ku ang ákun mangá báyu’.,I wrapped my clothes together. 26,53
bantála’,n,noun,,,"announcement, advertisement, broadcast.",,,54
,v,verb,,"/mag-, -un/","to announce or broadcast over the air, to advertise.",Ginbantála’ sa rádyo nga napatáy si Kennedy.,It was announced on the radio that Kennedy was assassinated.,54
bántay,n,noun,,,"watchman, watcher, guard, observer.",,,54
,v,verb,,"/mag-, -an/","to watch over, to guard, to observe.",,,54
bánting,v,verb,,"/mag-, -un/",to brace or tie together with a rope.,Ginbánting ku ang kawáyan.,I fastened the bamboos together.,54
bántug,adj,adjective,,,"renowned, famous, eminent, distinguished, noted.",,,54
,v,verb,,/-un/,"to be rumored, to be considered a hearsay, to become well-known.",Ginbántug si Teodóro nga ma’áyung doktór.,Teodoro was well-known as a good doctor.,54
bánwa,n,noun,,/-anun/,"town, community, a compactly settled area usually larger than a village but smaller than a city;  citizen.",,,54
bányo,n,noun,,,bathroom.,,,54
bangá’,n,noun,,,native earthen jar used as water container.,,,54
bángkay,n,noun,,,"corpse, dead body.",,,54
bangkéta,n,noun,,,"sidewalk, concrete pavement.",,,54
bangkéte,n,noun,,,"banquet, ceremonious meal.",,,54
bángko,n,noun,,,bank.,,27,54
bángku’,n,noun,,,wooden bench long enough for two or more people to sit on.,,,55
bangdánan,n,noun,,,"reason, cause, motive for refusal.",,,55
bángday,v,verb,,"/mag-, -un/",to lean against as for support.,Nagbángday ang púnu’ sang ságing sa padér.,The banana tree leaned against the wall.,55
bángga’,v,verb,,"/mag-, -un/","to collide, to bump against.",,,55
bángig,v,verb,,"/mag-, -un/","to quarrel, to start a fight.",Ginbángig ni Lóla si Lólo.,Grandmother quarreled with Grandfather.,55
bangís,adj,adjective,,/ma-/,"brutal, cruel, inhuman, ferocious, fierce.",,,55
bangúd,con,conjunction,,,"regarding, concerning, relating to, because of, therefore.","Bangúd sang aksidénte, nabúlag si Córa.",Cora became blind because of the accident.,55
bángun,v,verb,,/mag-/,"to arise, to get up from bed, to get up from a lying position.",,,55
bapór,n,noun,,,"boat, ship.",,,55
bará,v,verb,,"/mag-, -an/","to clog, to impede with extraneous matter.",,,55
bára,n,noun,,,"bar, a long straight piece of wood or metal, crowbar.",,,55
baráha,n,noun,,,"deck of playing cards, card.",,,55
barandílya,n,noun,,,"railing made of iron serving as a guard or support, iron guard rail.",,,55
baratílyo,n,noun,,,bargain sale.,,,55
baráto,adj,adjective,,,"cheap, inexpensive.",,28,55
,v,verb,,"/mag-, -an/","to make cheap, to reduce in price.",Nagbaráto na ang présyo sang bugás.,The price of rice has gone down.,56
bárbas,n,noun,,,beard.,,,56
,v,verb,,"/magpa-, -an/",to shave the beard off.,Ginbarbasán si José ni Mário. Carlos shaved off Mario’s beard.,,56
barbéro,n,noun,,,barber.,,,56
barílis,n,noun,,,barrel.,,,56
barína,n,noun,,,awl.,,,56
,v,verb,,"/mag-, -an/","to drill, to bore a hole with an awl.",,,56
barukán,n,noun,,,urinary bladder.,,,56
barútu,n,noun,,,"canoe, a native canoe made from carved trunks of trees.",,,56
báryu,n,noun,,,a unit of local government and area division having the status of a village.,,,56
bása,v,verb,,"/mag-, -un/",to read.,,,56
basá’,adj,adjective,,,"wet, soaked.",,,56
,v,verb,,"/mag-, -un/","to wet, to soak with liquid.",Ginbasá’ ku ang tu’álya.,I wet the towel.,56
baság,adj,adjective,,,"of sound, hoarse, dull, broken.",,,56
básbas,v,verb,,"/mag-, -an/","of plants and trees, to cut, to trim.",,,56
báskit,n,noun,,,basket.,,,56
báskug,adj,adjective,,/ma-/,"of sound, loud; of force, strong.",,29,56
bási’,v,verb,,,"may, may be, might.",Bási’ índi akú maka’abút sa alás tres. I may not arrive at three o’clock.,,57
báso,n,noun,,,drinking glass.,,,57
básta,con,conjunction,,,"because, provided, as long as, if, just, I said so.",Makádtu akú sa Lunéta básta hapítun nínyu akú.,I will go to Luneta if you pass by for me.,57
,pt,particle,,,"I said so, it has been agreed upon.",Básta!.,I have already said so!.,57
bástun,n,noun,,,"walking stick, cane.",,,57
bástus,adj,adjective,,,"rude, uncouth, offensive in manner or action, lacking in social refinement.",,,57
básul,v,verb,,"/mag-, -un/","to scold, to chide, to blame, to regret, to repent, to reproach.",,,57
basúra,n,noun,,,"garbage, trash, litter.",,,57
básya,v,verb,,"/mag-, -an/","of water, to pour out with force, to throw out.",Nagbásya kamí sang túbig sa dálan.,We threw water into the street.,57
báta,n,noun,,,"a loose garment usually worn in bed, nightgown.",,,57
báta’,n,noun,,,"child, baby, young girl or boy usually below the age of ten years old.",,,57
,adj,adjective,,,"young, immature.",,,57
,v,verb,,/mag-/,"to deliver a child, to bear a child.",,,57
batá’batá’,adj,adjective,,,"younger, childish.",,,57
bátak,v,verb,,"/mag-, -un/","to pull upward, to raise.",Ginbátak ku ang tímba’ sa bubún.,I raised the bucket up the well. 30,57
batás,v,verb,,"/mag-, -un/","to bear, to suffer, to endure.",Nagbátas ikáw sang dakúng kasákit.,You endured a great affliction.,58
,n,noun,,/pag-/,endurance.,,,58
batásan,n,noun,,,"manner, character, custom, behavior.",,,58
batí,v,verb,,"/mag-, -un/","of liquid and powder, to beat together, to mix together.",Ginbatí ku ang ítlug.,I beat the egg.,58
batí’,v,verb,,"/maka-, ma-…-an/","to hear, to be able to hear.",Mabati’án ku ang hámbal sa sunúd nga kwárto.,I can hear the talk in the next room.,58
báti’,n,noun,,/pag-/,feelings.,,,58
batí’batí’,v,verb,,/magpa-/,to eavesdrop.,Nagmamati’batí’ si Cora sa balíta’ ni Josefína.,Cora eavesdropped on the news of Josefina.,58
batíd,adj,adjective,,,"clever, cunning, ingenious.",,,58
batí’is,n,noun,,,"leg, shin.",,,58
batinggílan,adj,adjective,,,"flirt, loose in morality.",,,58
bátsi,n,noun,,,hole on the road.,,,58
batú,n,noun,,,"rock, stone, pebble.",,,58
bátu’,v,verb,,"/mag-, -un/","to resist, to oppose, to fight, to challenge.",,,58
batúbaláni’,n,noun,,,magnet.,,,58
batúbatú,v,verb,,"/mag-, -un/","to spell, to count one by one.",Ginbatúbatú ku ang mangá lítra.,I spelled the letters. 31,58
bátuk,v,verb,,"/mag-, -un/","to resist, to oppose to compete, to debate.",,,59
bátug,n,noun,,,egg yolk.,,,59
bátun,v,verb,,"/mag-, -un/","to receive, to accept, to take.",,,59
batúta,n,noun,,,"police club, wooden club.",,,59
bátya’,n,noun,,,native wide wooden tub or basin.,,,59
bátyag,n,noun,,,"feeling, sense.",,,59
,v,verb,,"/mag-, -un/","to feel, to have a sensation.",Ginbátyag ku ang kasakít sa ákun úlu.,I felt the pain on my head.,59
ba’ú,n,noun,,,land turtle.,,,59
ba’úg,adj,adjective,,,"of egg, rotten, sterile.",,,59
báw’as,adj,adjective,,,"of people, sterile, barren, childless.",,,59
báwi’,v,verb,,"/mag-, -un/","to redeem, to take back, to reclaim.",,,59
bawtisár,v,verb,,"/mag-, -an/","to baptize, to pour water on the head as in baptism.",Nagbawtisár ang pári sang mangá báta.,The priest baptized the children.,59
báya’,v,verb,,/-an/,"to leave, to quit, to abandon.",Ginbayá’an sang asáwa ang íya bána.,The wife left the husband.,59
bayábas,n,noun,,,guava.,,,59
báyad,n,noun,,,payment.,,,59
,v,verb,,"/mag-, -un/","to pay, to settle an account, to spend.",,,59
bayáw,n,noun,,,"sister-in-law, brother-in-law.",,32,59
báyaw,v,verb,,"/mag-, -un/","to elevate, to lift, to raise as a host during Roman Catholic mass service.",,,60
báybay,n,noun,,,"beach, coast, shore.",,,60
baylíhan,n,noun,,,dancehall.,,,60
báylu,v,verb,,"/mag-, -an/","to exchange, to substitute, to swap.",Ginbayluhán ku ang báyu’ sang sapátus.,I exchanged the dress for a pair of shoes.,60
bayú,v,verb,,"/mag-, -un/","to box, to maul, to pound.",Nagbayú kamí sang humáy.,We pounded some rice.,60
báyu’,n,noun,,,"dress, clothing, apparel.",,,60
bayú’ung,n,noun,,,bag made of woven palm leaves.,,,60
bentáha’,n,noun,,,"advantage, edge.",,,60
bérde,adj,adjective,,,green.,,,60
bersíkulu,n,noun,,,verse.,,,60
beteráno,n,noun,,,veteran.,,,60
béynte,num,numeral,,/ika-/,twenty;  twentieth.,,,60
bíbi,n,noun,,,duck.,,,60
bibíg,n,noun,,,lip.,,,60
Bíbliya,n,noun,,,Bible.,,,60
Bikoláno,n,noun,,,"language spoken principally in Albay, Camarines Sur, Catanduanes, Sorsogon, the southern half of Camarines Norte, and in some towns of Masbate.",,,60
biktíma,n,noun,,,victim.,,,60
bigúti,n,noun,,,moustache.,,33,60
bíhag,n,noun,,,"captive, hostage.",,,61
,adj,adjective,,/maka-R/,"captivating, attractive.",Makabibíhag ang matá ni Lucille.,Lucille has captivating eyes.,61
,v,verb,,"/mag-, -un/","to capture, to abduct, to kidnap, to attract, to bait.",Ginbíhag sang tulisán ang anák sang milyonáryo.,The bandit kidnapped the child of the millionaire.,61
bílang,v,verb,,/-un/,"to consider, to esteem as.",Ginbílang akú nga myérmbro sang famílya.,I was considered a member of the family.,61
bilánggu,n,noun,,,prisoner.,,,61
,v,verb,,"/mag-, -un/","to capture, to imprison.",,,61
bilás,n,noun,,,the affinal relation of husbands or wives of siblings.,,,61
bilí,n,noun,,,"cost, amount, price.",,,61
,v,verb,,/mag-/,"to be worth, to cost, to be the price of.",Nagbilí ang síngsing sang mahál.,The ring is worth much.,61
bilíd,v,verb,,"/mag-, -un/","to hold with the hands so as to inspect closely, especially clothes.",Ginbilíd ku ang téla.,I looked at the cloth closely.,61
bílin,n,noun,,,"request, last words.",,,61
,v,verb,,"/mag-, -un/","to enjoin, to leave behind.",Ginbílin ku ang ákun líbro sa lamésa.,I left my book on the table.,61
bilín,n,noun,,/na-/,"balance account, remainder, left over.",,,61
bílug,n,noun,,,"piece, part.",,34,61
bilúg,adj,adjective,,/ma-/,"round, circle.",,,62
bílyar,n,noun,,,"billiard, pool.",,,62
bilyéte,n,noun,,,ticket.,,,62
binágbinág,v,verb,,"/mag-, -un/","to consider, to ponder, to apportion.",,,62
binágun,n,noun,,,native machete.,,,62
bínhi’,n,noun,,,"seedling, plant grown from seed.",,,62
bíno,n,noun,,,wine.,,,62
bintána’,n,noun,,,window.,,,62
bingáw,adj,adjective,,,"of teeth, missing, jagged.",,,62
,v,verb,,/ma-/,"of teeth, to lose a tooth, to knock out a tooth, to jag or notch accidentally.",Nabíngaw si Cárlos sang binayú sya ni Jáime.,Carlos lost a tooth when Jaime hit him.,62
bíngkal,v,verb,,"/mag-, -un/","to break in a door, to force an entrance.",Ginbíngkal ni Pédro ang bintána’.,Pedro broke the window.,62
bírhen,n,noun,,,"virgin, Mary, the mother of Jesus Christ.",,,62
bís’ak,v,verb,,"/mag-, -un/","of wood, to cleave, to split.",Nagbís’ak si Juan sang galatúng.,Juan split some firewood.,62
bisán,con,conjunction,,,"even if, although, in spite of.",Nagkádtu sya sa eskwelahán bisán malúya ang íya láwas.,"He went to school even though he is not feeling well. bisán anú pr anything. bisán di’ín adv anywhere, either. 35",62
bisáya’,adj,adjective,,,"visayan, of visayan origin.",,,63
bísi,n,noun,,,"vice, substitute.",,,63
bisikléta,n,noun,,,bicycle.,,,63
,v,verb,,"/mag-, -un/",to ride a bicycle.,Nagbisikletá si Jáime pabánwa.,Jaime rode the bicycle to town.,63
bísi,n,noun,,,vice-president.,presidénte.,,63
bisíta,n,noun,,,"visitor, guest.",,,63
,v,verb,,"/mag-, -an/","to visit, to call upon, to pay a visit.",,,63
bísta,n,noun,,,"view, panorama, scene.",,,63
bísyu,n,noun,,,"vice, fault.",,,63
,v,verb,,/mag-/,"to be naughty, to be wicked, to disobey, to fuss.",Nagbísyu ang báta’ kagábi’i.,The child made a fuss last night.,63
bítad,v,verb,,"/mag-, -un/","to open, to unfold, to spread out so as to see closely.",Ginbítad ni María ang téla.,Maria spread out the cloth.,63
bitamína,n,noun,,,"vitamin, nutrient.",,,63
bítay,v,verb,,"/mag-, -un/","to hang, to string up, to suspend.",Ginbítay ang kriminál.,The criminal was hanged.,63
bítbit,v,verb,,"/mag-, -un/","to bring along, to carry.",Nagbítbit akú sang báskit.,I carried a basket. 36,63
bitík,n,noun,,,"flea, tick.",,,64
bitín,n,noun,,,snake.,,,64
bitú’un,n,noun,,,star.,,,64
bíya’,v,verb,,"/mag-, -an/","to leave behind, to abandon.",Ginbiyá’an nilá ang íla baláy.,They abandoned their house.,64
blángko,adj,adjective,,,"expressionless, blank, empty.",,,64
,n,noun,,,empty space provided on a piece of paper.,,,64
blósa,n,noun,,,"blouse, top.",,,64
bokabuláryo,n,noun,,,vocabulary.,,,64
bodéga,n,noun,,,"warehouse, storage, cellar.",,,64
bóla,n,noun,,,"ball, round object.",,,64
bómba,n,noun,,,"bomb, hand pump for water.",,,64
bombéro,n,noun,,,fireman.,,,64
bombílya,n,noun,,,electric bulb.,,,64
bómbo,n,noun,,,drum.,,,64
boradór,n,noun,,,eraser.,,,64
bórda,n,noun,,,"embroidery, design.",,,64
,v,verb,,"/mag-, -an/",to embroider.,,,64
botélya,n,noun,,,bottle.,,,64
botíka,n,noun,,,"medicine store, drug store.",,,64
bóto,n,noun,,,vote.,,,64
,v,verb,,"/mag-, -an/","to vote, to cast a vote.",,37,64
bú’ang,adj,adjective,,,"fool, stupid, crazy.",,,65
,n,noun,,,"fool, simpleton, idiot.",,,65
bu’áya,n,noun,,,"alligator, crocodile.",,,65
búbu,v,verb,,"/mag-, -un/","to baptize, to pour water into a container.",Ginbúbu ku ang túbig sa batíya.,I poured the water into the basin.,65
bubún,n,noun,,,well.,,,65
bubungán,n,noun,,,roof.,,,65
buká’,n,noun,,,"opening, crack.",,,65
,adj,adjective,,,"open, cut, split, cracked.",,,65
,v,verb,,"/mag-, -un/","to cut open, to crack.",Ginbuká’ ku ang ákun alkansíya.,I opened my piggy bank.,65
búkad,v,verb,,"/mag-, -un/","to open, to unfold, to bloom, to undo a package.",Nagbúkad ang búlak.,The flower opened.,65
bukál,n,noun,,,"bubble, froth.",,,65
,v,verb,,/mag-/,"to boil, to bubble.",Nagbukál ang kán’un.,The rice boiled.,65
bukás,adj,adjective,,,"opened, candid.",,,65
,v,verb,,"/mag-, -an/","to open, to unfold, to begin.",Ginbúksan ku ang pwertáhan.,I opened the door.,65
búkaw,n,noun,,,owl.,,,65
búkbuk,n,noun,,,weevil.,,,65
,v,verb,,"/mag-, -un/","to crash, to grind, to make into powder.",Ginbúkbuk ku ang ma’ís.,I ground the corn. 38,65
búkid,n,noun,,,"hill, mountain.",,,66
bukú,n,noun,,,"node, joint.",,,66
búku’,n,noun,,,"plan, proposal, intention, proposition.",,,66
,v,verb,,"/mag-, -un/","to say, to plan, to think of, to intent to.",Ginbúku’ ku nga mapáYuropa.,I was planning to go to Europe.,66
bukúbukú,n,noun,,,"joint, ankle.",,,66
búktut,n,noun,,,hunchback.,,,66
búkud,adj,adjective,,/ma-/,"secure, strong.",,,66
bukúl,n,noun,,,"lump, swelling, protuberance; of plants, bud.",,,66
